Word	Romanised Word	Pronunciation	Variant Number	Comments
পিচটো	pI2ct`o2	p i  s . t U	0	
পিচটোত	pI2ct`o2t	p i  s  . t U t	0	
পিচত	pI2ct	p i . s O t	0	
পিচে	pI2ce2	p i . s E	0	
পিছ	pI2C	p i s	0	
পিছত	pI2Ct	p i . s O t	0	
পিছতে	pI2Cte2	p i . s O . t E	0	
পিছদিনা	pI2CdI2nA2	p i s  . d i . n a	0	
পিছদিনাখন	pI2CdI2nA2Kn	p i  s . d i . n a . K O n	0	
পিছদিনাহে	pI2CdI2nA2he2	p i s  . d i . n a . h E	0	
পিছফালে	pI2CPA2le2	p i  s  . P a . l E	0	
পিছহুহঁকি	pI2ChU2hMkI2	p i s  . h u . h u ~ k i	0	
পিছহে	pI2Che2	p i s  . h E	0	
পিছুৱাই	pI2CU2wA2I	p i . s u . w a i	0	
পিছুৱাইহে	pI2CU2wA2Ihe2	p i . s u . w a i . h E	0	
পিছে	pI2Ce2	p i . s E	0	
পিছৰ	pI2Cr	p i . s O r	0	
পিতাই	pI2tA2I	p i . t a i	0	
পিতাজীয়ে	pI2tA2ji2ye2	p i . t a . z i . j E	0	
পিন্ধা	pI2n+DA2	p i n . D a	0	
পিন্ধি	pI2n+DI2	p i n . D i	0	
পুঠি	pU2T`I2	p u . T i	0	
পুতেকে	pU2te2ke2	p u . t E . k E	0	
পুলিছ	pU2lI2C	p u . l i s	0	
পুল্টা	pU2l+t`A2	p u l . t a	0	
পুহিছিলো	pU2hI2CI2lo2	p u . h i . s i . l u	0	
পুৰা	pU2rA2	p u . r a	0	
পুৰী	pU2ri2	p u . r i	0	
পূজা	pu2jA2	p u . z a	0	
পূজাই	pu2jA2I	p u . z a i	0	
পূজাহঁত	pu2jA2hMt	p u . z a . h O ~ t	0	
পূজাহঁতৰ	pu2jA2hMtr	p u . z a . h O ~ t O r	0	
পূজাৰ	pu2jA2r	p u . z a r	0	
পৃথিৱী	pr2TI2wi2	p  r i . T i . b i	0	
পৃথিৱীৰ	pr2TI2wi2r	p r i . T i . b i r	0	
পেছেজ	pe2Ce2j	p E . s E z	0	
পেছেজতো	pe2Ce2jto2	p E . s E z  . t U	0	
পেটতো	pe2t`to2	p E  t . t U	0	
পেটৰ	pe2t`r	p E . t O r	0	
পেপাৰত	pe2pA2rt	p E . p a . r O t	0	
পেলাই	pe2lA2I	p E . l a i	0	
পেলাইছ	pe2lA2IC	p E . l a i  . s O	0	
পেলালা	pe2lA2lA2	p E . l a . l a	0	
পেলালে	pe2lA2le2	p E . l a . l E	0	
পেলে	pe2le2	p E . l E	0	
পেলোৱা	pe2lo2wA2	p E . l U . w a	0	
পেহাৰে	pe2hA2re2	p E . h a . r E	0	
পোকৰটোত	po2krt`o2t	p U . k O r . t o t	0	
পোন্দোৱাকৈ	po2n+do2wA2ke4	p U n . d U . w a . k oi	0	
পোন্ধৰ	po2n+Dr	p U n . D O . r O 	0	
পোন্ধৰটা	po2n+Drt`A2	p U n . D O . r O . t a	0	
পোন্ধৰশ	po2n+DrS	p U n . D O . r O .  x O	0	
পোষণ	po2s`n`	p U . x O n	0	
পোষ্ট	po2s`+t`	p o s t	0	
পোহৰত	po2hrt	p U . h O . r O t	0	
পোহৰলৈ	po2hrle4	p U . h O . r O . l oi	0	
পোৰা	po2rA2	p U . r a	0	
পোৱা	po2wA2	p U . w a	0	
পোৱাই	po2wA2I	p U . w a i	0	
পোৱাটো	po2wA2t`o2	p U . w a . t U	0	
পোৱানে	po2wA2ne2	p U . w a . n E	0	
পোৱাৰ	po2wA2r	p U . w a r	0	
প্লেন	p+le2n	p l E n	0	
প্লেনটো	p+le2nt`o2	p l E n  . t U	0	
প্ৰকাশ	p+rkA2S	p r O . k a x	0	
প্ৰকাশন	p+rkA2Sn	p r O . k a . x O n	0	
প্ৰচলন	p+rcln	p r O . s O . l O n	0	
প্ৰচাৰ	p+rcA2r	p r O . s a r	0	
প্ৰজন্মৰ	p+rjn+mr	p r O . z O n . m O r	0	
প্ৰজেক্ট	p+rje2k+t`	p r O . z E k t	0	
প্ৰণতি	p+rn`tI2	p r o . n o . t i	0	
প্ৰণীতা	p+rn`i2tA2	p r o . n i . t a	0	
প্ৰতি	p+rtI2	p r o . t i	0	
প্ৰতিটো	p+rtI2t`o2	p r o . t i . t u	0	
প্ৰতিবাদত	p+rtI2bA2dt	p r o . t i . b a . d O t	0	
প্ৰতিবাদস্থলীত	p+rtI2bA2ds+Tli2t	p r o . t i . b a d  . s T o . l i t	0	
প্ৰতিবাদী	p+rtI2bA2di2	p r o . t i . b a . d i	0	
প্ৰতিলিটাৰ	p+rtI2lI2t`A2r	p r o . t i . l i . t a r	0	
প্ৰত্যেক	p+rt+Ye2k	p r O t . j E k	0	
প্ৰথম	p+rTm	p r O . T O m	0	
প্ৰথমতে	p+rTmte2	p r O . T O . m O . t E	0	
প্ৰথমে	p+rTme2	p r O . T O . m E	0	
প্ৰদান	p+rdA2n	p r O . d a n	0	
প্ৰদীপ	p+rdi2p	p r O . d i p	0	
প্ৰদীপক	p+rdi2pk	p r O . d i . p O k	0	
প্ৰদীপকে	p+rdi2pke2	p r O . d i . p O . k E	0	
প্ৰদীপৰ	p+rdi2pr	p r O . d i . p O r	0	
প্ৰদৰ্শক	p+rdr+Sk	p r O . d O r . x O k	0	
প্ৰধান	p+rDA2n	p r O . D a n	0	
প্ৰনবে	p+rnbe2	p r O . n O . b E	0	
প্ৰনবৰ	p+rnbr	p r O . n O . b O r	0	
প্ৰপাৰ	p+rpA2r	p r O . p a r	0	
প্ৰব	p+rb	p r O b	0	
প্ৰব্লেম	p+rb+le2m	p r O . b l E m	0	
প্ৰভিজনেল	p+rBI2jne2l	p r o . B i . z O . n E l	0	
প্ৰভিন্সিয়েল	p+rBI2n+sI2ye2l	p r o . B i n . s i . j E l	0	
প্ৰশাসনক	p+rSA2snk	p r O . x a . x O . n O k	0	
প্ৰশ্নই	p+rS+nI	p r O s . n O i	0	
প্ৰাইভেট	p+rA2IBe2t`	p r a i . B E t	0	
প্ৰাইভেটত	p+rA2IBe2t`t	p r a i . B E . t O t	0	
প্ৰাকৃতিক	p+rA2kr2tI2k	p r a . k  r i . t i k	0	
প্ৰায়	p+rA2y	p r a j	0	
প্ৰায়েই	p+rA2ye2I	p r a . j e i	0	
প্ৰিপাৰেছন	p+rI2pA2re2Cn	p r i . p a . r E . s O n	0	
প্ৰিয়ংকা	p+rI2yWkA2	p r i . j O N . k a	0	
প্ৰিয়াংশী	p+rI2yA2WSi2	p r i . j a N . x i	0	
প্ৰেম	p+re2m	p r E m	0	
প্ৰোপোজ	p+ro2po2j	p r o . p o z	0	
প্ৰোপোজেল	p+ro2po2je2l	p r o . p o . z E l	0	
পঢ়	pr`	p O r`	0	
পঢ়া	pr`A2	p O . r` a	0	
পঢ়াশালিত	pr`A2SA2lI2t	p O . r` a . x a . l i t	0	
পঢ়ি	pr`I2	p o . r` i	0	
পঢ়িছে	pr`I2Ce2	p o . r` i . s E	0	
পঢ়িছো	pr`I2Co2	p o . r` i . s u	0	
পঢ়িম	pr`I2m	p o . r` i m	0	
পয়ত্ৰিছ	pyt+rI2C	p O  j . t r i s	0	
পৰম্পৰা	prm+prA2	p O . r O m . p O . r a	0	
পৰশুৰাম	prSU2rA2m	p o . r o . x u . r a m	0	
পৰস্পৰৰ	prs+prr	p O . r O s . p O . r O r	0	
পৰহি	prhI2	p o . r o . h i	0	
পৰহিলে	prhI2le2	p o . r o . h i . l E	0	
পৰহিলৈ	prhI2le4	p o . r o . h i . l oi	0	
পৰা	prA2	p O . r a	0	
পৰাই	prA2I	p O . r a i	0	
পৰি	prI2	p o . r i	0	
পৰিছে	prI2Ce2	p o . r i . s E	0	
পৰিবেশনৰ	prI2be2Snr	p o . r i . b e . x O . n O r	0	
পৰিল	prI2l	p o . r i l	0	
পৰিলো	prI2lo2	p o . r i . l u	0	
পৰিহে	prI2he2	p o . r i . h E	0	
পৰিয়ালৰ	prI2yA2lr	p o . r i . j a . l O r	0	
পৰীক্ষা	pri2k+s`A2	p o . r i k . K a	0	
পৰীক্ষাও	pri2k+s`A2o	p o . r i k . K a U	0	
পৰে	pre2	p O . r E	0	
পৰো	pro2	p O . r U	0	
পৰ্য্যায়ৰ	pr+Y+YA2yr	p O r . z a i . j O r	0	
পৱিত্ৰ	pwI2t+r	p o . b i t .  r O	0	
ফ'ৰ	P'r	P o r	0	
ফটাকানি	Pt`A2kA2nI2	P O . t a . k a . n i	0	
ফটো	Pt`o2	P O . t U	0	
ফাইনেল	PA2Ine2l	P a i . n E l	0	
ফালে	PA2le2	P a . l E	0	
ফাৰ্ষ্ট	PA2r+s`+t`	P a r s t	0	
ফাৰ্ষ্টতো	PA2r+s`+t`to2	P a r  s t . t U	0	
ফিজ	PI2j	P i z	0	
ফিজতো	PI2jto2	P i  z  . t U	0	
ফিল-আপ	PI2l-Ap	P i l  # a p	0	
ফিলাপ	PI2lA2p	P i . l a p	0	
ফিলিংছ	PI2lI2WC	P i . l i N s	0	
ফিল্ডত	PI2l+d`t	P i l . d O t	0	
ফিল্ম	PI2l+m	P i l m	0	
ফুকনক	PU2knk	P u . k O . n O k	0	
ফুকনৰ	PU2knr	P u . k O . n O r	0	
ফুট	PU2t`	P u t	0	
ফুড	PU2d`	P u d	0	
ফুল	PU2l	P u l	0	
ফুৰিব	PU2rI2b	P u . r  i  . b O	0	
ফুৰিবলে	PU2rI2ble2	P u . r i . b O . l E	0	
ফুৰিবৰ	PU2rI2br	P u . r i . b O r	0	
ফেঁচা	Pe2McA2	P E ~ s a	0	
ফেঁচাটোৱে	Pe2McA2t`o2we2	P E ~ s a . t o . w E	0	
ফেইলৰ	Pe2Ilr	P e i . l O r	0	
ফোন	Po2n	P U n	0	
ফোনটোৰ	Po2nt`o2r	P U n  . t U r	0	
ফোনত	Po2nt	P U . n O t	0	
ফোনতো	Po2nto2	P U n . t U	0	
ফোনেই	Po2ne2I	P U . n e i	0	
ফোনেদি	Po2ne2dI2	P U . n e . d i	0	
ফ্ৰাইডে	P+rA2Id`e2	P r a i . d e	0	
ফ্ৰিলি	P+rI2lI2	P r i . l i	0	
ফ্ৰী	P+ri2	P r i	0	
ফ্ৰীকে	P+ri2ke2	P r i . k E	0	
ফ্ৰীতে	P+ri2te2	P r i . t E	0	
ফ্ৰেচ	P+re2c	P r e s	0	
ফ্ৰেণ্ড	P+re2n`+d`	P r E n d	0	
ফ্ৰেণ্ডইতো	P+re2n`+d`Ito2	P r E n . d e i . t U	0	
ফ্ৰেণ্ডজন	P+re2n`+d`jn	P r E n d  . z O n	0	
ফ্ৰেণ্ডৰ	P+re2n`+d`r	P r E n . d O r	0	
ফৰ্চ	Pr+c	P o r s	0	
ফৰ্ম	Pr+m	P O r m	0	
বকি	bkI2	b o . k i	0	
বকো	bko2	b O . k U	0	
বক্তৃতা	bk+tr2tA2	b O k . t r i . t a	0	
বঙাইগাওঁ	bNA2IgA2oM	b O N . a i . g a o ~	0	
বচে	bce2	b O . s E	0	
বছৰত	bCrt	b O . s O . r O t	0	
বছৰে	bCre2	b O . s O . r E	0	
বজা-	bjA2-	b O . z a	0	
বজাত	bjA2t	b O . z a t	0	
বজালেকে	bjA2le2ke2	b O . z a . l E . k E	0	
বজাৰ	bjA2r	b O . z a r	0	
বজাৰত	bjA2rt	b O . z a . r O t	0	
বতাহত	btA2ht	b O . t a . h O t	0	
বতাহৰ	btA2hr	b O . t a . h O r	0	
বত্ৰিছ	bt+rI2C	b O . t r i s	0	
বতৰা	btrA2	b O . t O . r a	0	
বনশ্ৰী	bnS+ri2	b O . n O s . r i	0	
বনাই	bnA2I	b O . n a i	0	
বনাইছা	bnA2ICA2	b O . n a i . s a	0	
বনাইছে	bnA2ICe2	b O . n a i . s E	0	
বনাইহে	bnA2Ihe2	b O . n a i . h E	0	
বনোৱা	bno2wA2	b O . n U . w a	0	
বন্তি'	bn+tI2'	b O n . t i	0	
বন্দুকৰ	bn+dU2kr	b o n . d u . k O r	0	
বন্দৰ	bn+dr	b O n . d O r	0	
বন্ধ	bn+D	b O n . D O	0	
বন্ধত	bn+Dt	b O n . D O t	0	
বন্ধু	bn+DU2	b o n . D u	0	
বন্ধুবৰ	bn+DU2br	b o n . D u . b O r	0	
ববিয়াল	bbI2yA2l	b o . b i . j a l	0	
বলাহে	blA2he2	b O . l a . h E	0	
বশিষ্ঠ	bSI2s`+T`	b o . x i s  . T O	0	
বশিষ্ঠত	bSI2s`+T`t	b o . x i s . T O t	0	
বশিষ্ঠৰ	bSI2s`+T`r	b o . x i s . T O r	0	
বষ্টন	bs`+t`n	b O s . t O n	0	
বস্তিলে	bs+tI2le2	b O s . t i . l E	0	
বস্তু	bs+tU2	b o s . t u	0	
বস্তুটো	bs+tU2t`o2	b o s . t u . t U	0	
বহাৰ	bhA2r	b O . h a r	0	
বহি	bhI2	b o . h i	0	
বহিম	bhI2m	b o . h i m	0	
বহু	bhU2	b o . h u	0	
বহুত	bhU2t	b o . h u t	0	
বহুতো	bhU2to2	b o . h u . t U	0	
বহৰি	bhrI2	b o . h o . r i	0	
বা	bA2	b a	0	
বাংলাদেশতো	bA2WlA2de2Sto2	b a N . l a . d e . x O . t U	0	
বাংলাদেশৰ	bA2WlA2de2Sr	b a N . l a . d E . x O r	0	
বাঃ	bA29	b a H	0	
বাইক	bA2Ik	b a i k	0	
বাইকখন	bA2IkKn	b a i k  . K O n	0	
বাইকখনৰ	bA2IkKnr	b a i  k  . K O . n O r	0	
বাইছ	bA2IC	b a i s	0	
বাইছশ	bA2ICS	b a i s . x O	0	
বাইদেউ	bA2Ide2U	b a i . d e u	0	
বাইদেউই	bA2Ide2UI	b a i . d e u e i	0	
বাইদেউক	bA2Ide2Uk	b a i . d e u k	0	
বাইদেউকো	bA2Ide2Uko2	b a i . d e u . k U	0	
বাইদেউহঁত	bA2Ide2UhMt	b a i . d e u . h O ~ t	0	
বাইদেউহঁতে	bA2Ide2UhMte2	b a i . d e u . h O ~ t E	0	
বাইদেউহঁতৰ	bA2Ide2UhMtr	b a i . d e u . h O ~ t O r	0	
বাইদেউয়ে	bA2Ide2Uye2	b a i . d e u . j E	0	
বাইদেউৰ	bA2Ide2Ur	b a i . d e u r	0	
বাইদেউৰাক	bA2Ide2UrA2k	b a i . d e u . r a k	0	
বাইদেও	bA2Ide2o	b a i . d e o	0	
বাইশ	bA2IS	b a i s	0	
বাইহাটা	bA2IhA2t`A2	b a i . h a . t a	0	
বাও	bA2o	b a U	0	
বাকী	bA2ki2	b a . k i	0	
বাকীখিনি	bA2ki2KI2nI2	b a . k i . K i . n i	0	
বাক্সা	bA2k+sA2	b a k . s a	0	
বাগ-	bA2g-	b a g	0	
বাগীখনে	bA2gi2Kne2	b a . g i . K O . n E	0	
বাচ্ছাৰ	bA2c+CA2r	b a s . s a r	0	
বাছত	bA2Ct	b a . s O t	0	
বাছফোৰ	bA2CPo2r	b a s . P o r	0	
বাছি	bA2CI2	b a . s i	0	
বাছিছো	bA2CI2Co2	b a . s i . s u	0	
বাজি	bA2jI2	b a . z i	0	
বাজিছে	bA2jI2Ce2	b a . z i . s E	0	
বাজিব	bA2jI2b	b a . z i .  b O	0	
বাট	bA2t`	b a t	0	
বাদ	bA2d	b a d	0	
বাদ-বিবাদ	bA2d-bI2bA2d	b a . d  # b i . b a d	0	
বাদে	bA2de2	b a . d E	0	
বানত	bA2nt	b a . n O t	0	
বানান	bA2nA2n	b a . n a n	0	
বাপ	bA2p	b a p	0	
বাপেকে	bA2pe2ke2	b a . p E . k E	0	
বাপৰে	bA2pre2	b a p  . r e	0	
বাবলুদাদাই	bA2blU2dA2dA2I	b a . b l u . d a . d a i	0	
বাবা	bA2bA2	b a . b a	0	
বাবু	bA2bU2	b a . b u	0	
বাবুই	bA2bU2I	b a . b u i	0	
বাবুক	bA2bU2k	b a . b u k	0	
বাবুল	bA2bU2l	b a . b u l	0	
বাবুহঁতে	bA2bU2hMte2	b a . b u . h O ~ t E	0	
বাবে	bA2be2	b a . b E	0	
বাল	bA2l	b a l	0	
বালিৰ	bA2lI2r	b a . l i r	0	
বাষষ্ঠি	bA2s`s`+T`I2	b a . x O s . T i	0	
বাষষ্ঠী	bA2s`s`+T`i2	b a . x O s . T i	0	
বাহক	bA2hk	b a . h O k	0	
বাহন	bA2hn	b a . h O n	0	
বাহবাৰী	bA2hbA2ri2	b a h . b a . r i	0	
বাহিৰত	bA2hI2rt	b a . h i . r O t	0	
বাহিৰতেই	bA2hI2rte2I	b a . h i . r O . t e i	0	
বাহিৰলৈ	bA2hI2rle4	b a . h i . r O . l oi	0	
বাহিৰা	bA2hI2rA2	b a . h i . r a	0	
বাহিৰে	bA2hI2re2	b a . h i . r E	0	
বায়েৰে	bA2ye2re2	b a . j E . r E	0	
বাৰ	bA2r	b a . r O	0	
বাৰটা	bA2rt`A2	b a . r O . t a	0	
বাৰু	bA2rU2	b a . r u	0	
বাৰুকৈয়ে	bA2rU2ke4ye2	b a . r u . k oi . j E	0	
বাৰে	bA2re2	b a . r E	0	
বাৰ্থডে	bA2r+Td`e2	b a r  T . d E	0	
বাৰ্থডেত	bA2r+Td`e2t	b a r T . d e t	0	
বাৱন্ন	bA2wn+n	b a . w O n . n O	0	
বি	bI2	b i	0	
বি-	bI2-	b i	0	
বিচাৰি	bI2cA2rI2	b i . s a . r i	0	
বিচাৰে	bI2cA2re2	b i . s a . r E	0	
বিচাৰো	bI2cA2re2A2	b i . s a . r U	0	
বিচৰাই	bI2crA2I	b i . s O . r a i	0	
বিজি	bI2jI2	b i . z i	0	
বিজুলীৰ	bI2jU2li2r	b i . z u . l i r	0	
বিত্ত	bI2t+t	b i t . t O	0	
বিনাশ-	bI2nA2S-	b i . n a x	0	
বিপদজনক	bI2pdjnk	b i . p O d  . z O . n O k	0	
বিপৰীতে	bI2pri2te2	b i . p o . r i . t E	0	
বিফল	bI2Pl	b i . P O l	0	
বিবিধ	bI2bI2D	b i . b i D	0	
বিভাগক	bI2BA2gk	b i . B a . g O k	0	
বিভিন্ন	bI2BI2n+n	b i . B i n . nO	0	
বিমলৰ	bI2mlr	b i . m O . l O r	0	
বিমান	bI2mA2n	b i . m a n	0	
বিমোৰ	bI2mo2r	b i . m U r	0	
বিলাক	bI2lA2k	b i . l a k	0	
বিলাকত	bI2lA2kt	b i . l a . k O t	0	
বিল্ডিঙৰ	bI2l+d`I2Nr	b i l . d i N . O r	0	
বিশ	bI2S	b i x	0	
বিশেষ	bI2Se2s`	b i . x e x	0	
বিশেষকৈ	bI2Se2s`ke4	b i . x e x . k oi	0	
বিশ্বই	bI2S+bI	b i s .  s O i	0	
বিশ্বাসৰ	bI2S+bA2sr	b i s . s a . x O r	0	
বিষ	bI2s`	b i x	0	
বিষটো	bI2s`t`o2	b i x  . t u	0	
বিষ্ণুৰ	bI2s`+n`U2r	b i s . n u r	0	
বিষয়	bI2s`y	b i . x O j	0	
বিষয়ক	bI2s`yk	b i . x O . j O k	0	
বিষয়ত	bI2s`yt	b i . x O . j O t	0	
বিষয়ববীয়াৰ	bI2s`ybbi2yA2r	b i . x O  j  . b o . b i . j a r	0	
বিষয়ে	bI2s`ye2	b i . x O . j E	0	
বিহদিয়া	bI2hdI2yA2	b i . h o . d i . j a	0	
বিহু	bI2hU2	b i . h u	0	
বিহুত	bI2hU2t	b i . h u t	0	
বিহুতহে	bI2hU2the2	b i . h u  t  . h E	0	
বিহুতো	bI2hU2to2	b i . h u . t  u	0	
বিহুলে	bI2hU2le2	b i . h u . l E	0	
বিহুৰ	bI2hU2r	b i . h u r	0	
বিয়াখনো	bI2yA2Kno2	b i . j a . K O . n U	0	
বিয়াল্লিছ	bI2yA2l+lI2C	b i . j a l . l i s	0	
বিয়াৰ	bI2yA2r	b i . j a r	0	
বিৰাজৰ	bI2rA2jr	b i . r a . z O r	0	
বিৰাট	bI2rA2t`	b i . r a t	0	
বিৰাশী	bI2rA2Si2	b i . r a . x i	0	
বু-	bU2-	b u	0	
বুজাই	bU2jA2I	b u . z a i	0	
বুজি	bU2jI2	b u . z i	0	
বুজিছ	bU2jI2C	b u . z i . s O	0	
বুজিছনে	bU2jI2Cne2	b u . z i . s O . n E	0	
বুজিছানে	bU2jI2CA2ne2	b u . z i . s a . n E	0	
বুজিছো	bU2jI2Co2	b u . z i . s u	0	
বুজিবলৈ	bU2jI2ble4	b u . z i . b o . l oi	0	
বুজিয়ে	bU2jI2ye2	b u . z i . j E	0	
বুধবাৰ	bU2DbA2r	b u D  . b a r	0	
বুন্দি	bU2n+dI2	b u n . d i	0	
বুলমনি	bU2lmnI2	b u  l . m O . n i	0	
বুলি	bU2lI2	b u . l i	0	
বুলিও	bU2lI2o	b u . l i u	0	
বুলিহে	bU2lI2he2	b u . l i . h E	0	
বুলিয়েই	bU2lI2ye2I	b u . l i . j e i	0	
বুলিয়েইতো	bU2lI2ye2Ito2	b u . l i . j e i . t u	0	
বুলু	bU2lU2	b u . l u	0	
বুলো	bU2lo2	b U . l U	wrong spelling	
বুঢ়া	bU2r`A2	b u . r` a	0	
বুঢ়ী	bU2r`i2	b u . r` i	0	
বুঢ়ীয়ে	bU2r`i2ye2	b u . r` i . j E	0	
বুৰঞ্জী	bU2rJ+ji2	b u . r O n . z i	0	
বৃদ্ধি	br2d+DI2	b r i d . D i	0	
বৃহস্পতিবাৰ	br2hs+ptI2bA2r	b r i . h O s . p o . t i . b a r	0	
বে	be2	b E	0	
বেঁতগছৰ	be2MtgCr	b E ~ t . g O . s O r	0	
বেংক	be2Wk	b E N k	0	
বেংকত	be2Wkt	b E N . k O t	0	
বেইড	be2Id`	b e i d	0	
বেক	be2k	b E k	0	
বেগ	be2g	b E g	0	
বেঙ	be2N	b E N	0	
বেঙী	be2Ni2	b e N . i	0	
বেচি	be2cI2	b e . s i	0	
বেচিক	be2cI2k	b e . s i k	0	
বেচিকখনেই	be2cI2kKne2I	b e . s i  k  . K O . n E i	0	
বেছি	be2CI2	b e . s i	0	
বেছিদিন	be2CI2dI2n	b e . s i . d i n	0	
বেজবৰুৱা	be2jbrU2wA2	b E  z. b o . r u . w a	0	
বেজবৰুৱাৰ	be2jbrU2wA2r	b E  z  . b o . r u . w a r	0	
বেজী	be2ji2	b e . z i	0	
বেজীটো	be2ji2t`o2	b e . z i . t u	0	
বেটোও	be2t`o2o	b E . t U	0	
বেমাৰ	be2mA2r	b E . m a r	0	
বেমাৰতে	be2mA2rte2	b E . m a . r O . t E	0	
বেমাৰে	be2mA2re2	b E . m a . r E	0	
বেলকনা	be2lknA2	b E  l . k O . n a	0	
বেলতলত	be2ltlt	b E  l . t O . l O t	0	
বেলি	be2lI2	b e . l i	0	
বেলেগ	be2le2g	b E . l E g	0	
বেলেগক	be2le2gk	b E . l E . g O k	0	
বেলেগকো	be2le2gko2	b E . l E . g O . k U	0	
বেলেগত	be2le2gt	b E . l E . g O t	0	
বেলেগতো	be2le2gto2	b E . l E . g O . t U	0	
বেলেগৰ	be2le2gr	b E . l E . g O r	0	
বেলেঞ্চ	be2le2J+c	b E . l E n s	0	
বেলেঞ্চতো	be2le2J+cto2	b E . l E n  s  . t U	0	
বেয়া	be2yA2	b E . j a	0	
বেয়াকে	be2yA2ke2	b E . j a . k E	0	
বৈৰী	be4ri2	b oi . r i	0	
বোজা	bo2jA2	b U . z a	0	
বোম	bo2m	b o m	0	
বোল	bo2l	b U l	0	
বোলডাৰ	bo2ld`A2r	b o  l . d a r	0	
বোলা	bo2lA2	b U . l a	0	
বোলে	bo2le2	b U . l E	0	
বোলো	bo2le2A2	b U . l U	0	
বোলো	bo2lo2	b U . l U	0	
বোৱা	bo2wA2	b U . w a	0	
বৌ	bo4	b ou	0	
ব্যংগ	b+YWg	b j O N  . g O	0	
ব্যক্ত	b+Yk+t	b j O k . t O	0	
ব্লেক	b+le2k	b l E k	0	
ব্ৰজনাথ	b+rjnA2T	b r O . z O . n a T	0	
ব্ৰত	b+rt	b r O t	0	
ব্ৰুছেল্‌ছ	b+rU2Ce2l+‌C	b r u . s E l s	0	
ব্ৰেক	b+re2k	b r e k	0	
ব্ৰেকতো	b+re2kto2	b r e k  . t U	0	
বড়ি	bRI2	b o . r` i	0	
বয়স	bys	b O . j O x	0	
বয়সতে	byste2	b O . j O . x O . t E	0	
বয়সৰ	bysr	b O . j O . x O r	0	
বৰ	br	b O r	0	
বৰকে	brke2	b O  r . k E	0	
বৰকৈ	brke4	b O r . k oi	0	
বৰঝাৰ	brZA2r	b O  r . z a r	0	
বৰপেটা	brpe2t`A2	b O  r . p E . t a	0	
বৰপেটীয়া	brpe2t`i2yA2	b O  r . p e . t i . j a	0	
বৰফুকন	brPU2kn	b O  r  . P u . k O n	0	
বৰমাহঁতৰফালেদি	brmA2hMtrPA2le2dI2	b O  r  . m a . h O ~ t O . r  # P a . l e . d i	0	
বৰষা	brs`A2	b O . r O . x a	0	
বৰষাই	brs`A2I	b O . r O . x a i	0	
বৰষাতো	brs`A2to2	b O . r O . x a . t o	0	
বৰষুণ	brs`U2n`	b o . r o . x u n	0	
বৰা	brA2	b O . r a	0	
বৰাক	brA2k	b O . r a k	0	
বৰুৱা	brU2wA2	b o . r u . w a	0	
বৰুৱাই	brU2wA2I	b o . r u . w a i	0	
বৰুৱাৰ	brU2wA2r	b o . r u . w a r	0	
বৰ্তমান	br+tmA2n	b O r . t O . m a n	0	
বৰ্মন	br+mn	b O r . m O n	0	
বৰ্মনে	br+mne2	b O r . m O . n E	0	
ভগবান	BgbA2n	B O . g O . b a n	0	
ভগা	BgA2	B O . g a	0	
ভঙাগড়	BNA2gR	B O N a . g O r`	0	
ভদ্ৰলোক	Bd+rlo2k	B O . d r O . l U k	0	
ভনীটি	Bni2t`I2	B o . n i . t i	0	
ভনীয়েকক	Bni2ye2kk	B o . n i . j E . k O k	0	
ভন্টী	Bn+t`i2	B O n . t i	0	
ভন্টীক	Bn+t`i2k	B O n . t i k	0	
ভন্টীকে	Bn+t`i2ke2	B O n . t i . k E	0	
ভন্টীকো	Bn+t`i2ko2	B O n . t i . k u	0	
ভন্টীয়ে	Bn+t`i2ye2	B O n . t i . j E	0	
ভন্টীৰ	Bn+t`i2r	B O n . t i r	0	
ভবা	BbA2	B O . b a	0	
ভা-	BA2-	B a	0	
ভাই	BA2I	B a i	0	
ভাইটি	BA2It`I2	B a i . t i	0	
ভাইটিয়ে	BA2It`I2ye2	B a i . t i . j E	0	
ভাইটিৰ	BA2It`I2r	B a i . t i r	0	
ভাগত	BA2gt	B a . g O t	0	
ভাগিনীয়েক	BA2gI2ni2ye2k	B a . g i . n i . j E k	0	
ভাগ্যত	BA2g+Yt	B a i g . j O t	0	
ভাগৰত	BA2grt	B a . g O . r O t	0	
ভাগৰি	BA2grI2	B a . g o . r i	0	
ভাজি	BA2jI2	B a . z i	0	
ভাটিবেলা	BA2t`I2be2lA2	B a . t i . b E . l a	0	
ভাটৌ	BA2t`o4	B a . t ou	0	
ভাত	BA2t	B a t	0	
ভাব-	BA2b-	B a b	0	
ভাবি	BA2bI2	B a . b i	0	
ভাবিছ	BA2bI2C	B a . b  i . s O	0	
ভাবিছিলো	BA2bI2CI2lo2	B a . b i . s i . l u	0	
ভাবিছে	BA2bI2Ce2	B a . b i . s E	0	
ভাবিছো	BA2bI2Co2	B a . b i . s u	0	
ভাবিলা	BA2bI2lA2	B a . b i . l a	0	
ভাবিলো	BA2bI2lo2	B a . b i . l u	0	
ভাল	BA2l	B a l	0	
ভালকে	BA2lke2	B a  l . k E	0	
ভালদৰে	BA2ldre2	B a  l . d O . r E	0	
ভালনে	BA2lne2	B a  l . n E	0	
ভালে	BA2le2	B a . l E	0	
ভালেই	BA2le2I	B a . l e i	0	
